bioguide_id,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,full_state,state,district,geoid,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,wikipedia_id
G000577,Graves,Garret,,,,Garret Graves,1/31/72,M,Louisiana,LA,6,2206,Republican,https://garretgraves.house.gov,2402 Rayburn House Office Building; Washington DC 20515-1806,202-225-3901,,,RepGarretGraves,CongressmanGarretGraves,,UCQLg9GGwTDluEFJtXf8seTA,Garret Graves
H001077,Higgins,Clay,,,,Clay Higgins,8/24/61,M,Louisiana,LA,3,2203,Republican,https://clayhiggins.house.gov,424 Cannon House Office Building; Washington DC 20515-1803,202-225-2031,,,RepClayHiggins,CongressmanClayHiggins,,,Clay Higgins
J000299,Johnson,Mike,,,,Mike Johnson,1/30/72,M,Louisiana,LA,4,2204,Republican,https://mikejohnson.house.gov,418 Cannon House Office Building; Washington DC 20515-1804,202-225-2777,,,RepMikeJohnson,RepMikeJohnson,,UCzqBEpeIaDEfvAtsA53Fx2Q,Mike Johnson (Louisiana politician)
P000597,Pingree,Chellie,,,,Chellie Pingree,4/2/55,F,Maine,ME,1,2301,Democrat,https://pingree.house.gov,2162 Rayburn House Office Building; Washington DC 20515-1901,202-225-6116,,http://pingree.house.gov/index.php?format=feed&amp;type=rss,ChelliePingree,ChelliePingree,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,Chellie Pingree
G000592,Golden,Jared,Forrest,,,Jared F. Golden,7/25/82,M,Maine,ME,2,2302,Democrat,https://golden.house.gov,1223 Longworth House Office Building; Washington DC 20515-1902,202-225-6306,,,repgolden,,,,Jared Golden
H001052,Harris,Andy,,,,Andy Harris,1/25/57,M,Maryland,MD,1,2401,Republican,https://harris.house.gov,2334 Rayburn House Office Building; Washington DC 20515-2001,202-225-5311,,http://harris.house.gov/rss.xml,RepAndyHarrisMD,AndyHarrisMD,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,Andy Harris (politician)
H000874,Hoyer,Steny,H.,,,Steny H. Hoyer,6/14/39,M,Maryland,MD,5,2405,Democrat,https://hoyer.house.gov,1705 Longworth House Office Building; Washington DC 20515-2005,202-225-4131,,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,LeaderHoyer,WhipHoyer,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,Steny Hoyer
R000576,Ruppersberger,C.,A. Dutch,,,C. A. Dutch Ruppersberger,1/31/46,M,Maryland,MD,2,2402,Democrat,https://ruppersberger.house.gov,2206 Rayburn House Office Building; Washington DC 20515-2002,202-225-3061,,http://dutch.house.gov/atom.xml,Call_Me_Dutch,DutchRupp,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw,Dutch Ruppersberger
S001168,Sarbanes,John,P.,,,John P. Sarbanes,5/22/62,M,Maryland,MD,3,2403,Democrat,https://sarbanes.house.gov,2370 Rayburn House Office Building; Washington DC 20515-2003,202-225-4016,,http://sarbanes.house.gov/rss_news.asp,RepSarbanes,RepSarbanes,RepJohnSarbanes,UCCypi0IDTr-XxlAXsJCdBZQ,John Sarbanes
B001304,Brown,Anthony,,,,Anthony G. Brown,11/21/61,M,Maryland,MD,4,2404,Democrat,https://anthonybrown.house.gov,1323 Longworth House Office Building; Washington DC 20515-2004,202-225-8699,,,RepAnthonyBrown,RepAnthonyBrown,RepAnthonyBrown,,Anthony G. Brown
R000606,Raskin,Jamie,,,,Jamie Raskin,12/13/62,M,Maryland,MD,8,2408,Democrat,https://raskin.house.gov,412 Cannon House Office Building; Washington DC 20515-2008,202-225-5341,,,repraskin,repraskin,,UChxDE6vho5BfBTOqiBsDmKg,Jamie Raskin
T000483,Trone,David,J.,,,David J. Trone,9/21/55,M,Maryland,MD,6,2406,Democrat,https://trone.house.gov,1213 Longworth House Office Building; Washington DC 20515-2006,202-225-2721,,,repdavidtrone,,,,David Trone
K000375,Keating,William,R.,,,William R. Keating,9/6/52,M,Massachusetts,MA,9,2509,Democrat,https://keating.house.gov,2351 Rayburn House Office Building; Washington DC 20515-2109,202-225-3111,,http://keating.house.gov/index.php?format=feed&amp;type=rss,USRepKeating,Congressman.Keating,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,Bill Keating (politician)
L000562,Lynch,Stephen,F.,,,Stephen F. Lynch,3/31/55,M,Massachusetts,MA,8,2508,Democrat,https://lynch.house.gov,2109 Rayburn House Office Building; Washington DC 20515-2108,202-225-8273,,http://lynch.house.gov/rss.xml,RepStephenLynch,repstephenlynch,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,Stephen F. Lynch
M000312,McGovern,James,P.,,Jim,James P. McGovern,11/20/59,M,Massachusetts,MA,2,2502,Democrat,https://mcgovern.house.gov,408 Cannon House Office Building; Washington DC 20515-2102,202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,RepMcGovern,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,Jim McGovern (American politician)
N000015,Neal,Richard,E.,,,Richard E. Neal,2/14/49,M,Massachusetts,MA,1,2501,Democrat,https://neal.house.gov,2309 Rayburn House Office Building; Washington DC 20515-2101,202-225-5601,,http://neal.house.gov/index.php?format=feed&amp;type=rss,RepRichardNeal,reprichardneal,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,Richard Neal
K000379,Kennedy,Joseph,P.,III,,Joseph P. Kennedy III,10/4/80,M,Massachusetts,MA,4,2504,Democrat,https://kennedy.house.gov,304 Cannon House Office Building; Washington DC 20515-2104,202-225-5931,,http://kennedy.house.gov/rss.xml,RepJoeKennedy,3.02E+14,,UCgfHlaGqxD8p-2V_YlNIqrA,Joe Kennedy III
C001101,Clark,Katherine,M.,,,Katherine M. Clark,7/17/63,F,Massachusetts,MA,5,2505,Democrat,https://katherineclark.house.gov,2448 Rayburn House Office Building; Washington DC 20515-2105,202-225-2836,,,RepKClark,CongresswomanClark,,UCgaI52w7QKI8LtkSeCCmSuw,Katherine Clark
M001196,Moulton,Seth,,,,Seth Moulton,10/24/78,M,Massachusetts,MA,6,2506,Democrat,https://moulton.house.gov,1127 Longworth House Office Building; Washington DC 20515-2106,202-225-8020,,,teammoulton,CongressmanSethMoulton,,UC5w5qn7nj5Ljy69LTV7a_fQ,Seth Moulton
T000482,Trahan,Lori,,,,Lori Trahan,10/27/73,F,Massachusetts,MA,3,2503,Democrat,https://trahan.house.gov,1616 Longworth House Office Building; Washington DC 20515-2103,202-225-3411,,,RepLoriTrahan,,,,Lori Trahan
P000617,Pressley,Ayanna,,,,Ayanna Pressley,2/3/74,F,Massachusetts,MA,7,2507,Democrat,https://pressley.house.gov,1108 Longworth House Office Building; Washington DC 20515-2107,202-225-5111,,,RepPressley,,,,Ayanna Pressley
A000367,Amash,Justin,,,,Justin Amash,4/18/80,M,Michigan,MI,3,2603,Independent,https://amash.house.gov,106 Cannon House Office Building; Washington DC 20515-2203,202-225-3831,,http://amash.house.gov/rss.xml,,repjustinamash,repjustinamash,UCeg6HhoCXrS8xpON9dxtZgA,Justin Amash
H001058,Huizenga,Bill,,,,Bill Huizenga,1/31/69,M,Michigan,MI,2,2602,Republican,https://huizenga.house.gov,2232 Rayburn House Office Building; Washington DC 20515-2202,202-225-4401,,http://huizenga.house.gov/news/rss.aspx,RepHuizenga,RepHuizenga,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,Bill Huizenga
U000031,Upton,Fred,Stephen,,,Fred Upton,4/23/53,M,Michigan,MI,6,2606,Republican,https://upton.house.gov,2183 Rayburn House Office Building; Washington DC 20515-2206,202-225-3761,,http://www.house.gov/news/rss.aspx,RepFredUpton,RepFredUpton,RepFredUpton,UCsN16IzEo4ViZNEMgeCrQ7w,Fred Upton
W000798,Walberg,Tim,,,,Tim Walberg,4/12/51,M,Michigan,MI,7,2607,Republican,https://walberg.house.gov,2266 Rayburn House Office Building; Washington DC 20515-2207,202-225-6276,,http://walberg.house.gov/news/rss.aspx,RepWalberg,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,Tim Walberg
K000380,Kildee,Daniel,T.,,,Daniel T. Kildee,8/11/58,M,Michigan,MI,5,2605,Democrat,https://dankildee.house.gov,203 Cannon House Office Building; Washington DC 20515-2205,202-225-3611,,http://dankildee.house.gov/rss.xml,RepDanKildee,RepDanKildee,RepDanKildee,UC_KpQ-n3IT5dL5ul21XA9Yw,Dan Kildee
M001194,Moolenaar,John,,,,John R. Moolenaar,5/8/61,M,Michigan,MI,4,2604,Republican,https://moolenaar.house.gov,117 Cannon House Office Building; Washington DC 20515-2204,202-225-3561,,,RepMoolenaar,RepMoolenaar,,UCnMvVN4a8roZu4crE0UW2DA,John Moolenaar
D000624,Dingell,Debbie,,,,Debbie Dingell,11/23/53,F,Michigan,MI,12,2612,Democrat,https://debbiedingell.house.gov,116 Cannon House Office Building; Washington DC 20515-2212,202-225-4071,,,RepDebDingell,RepDebbieDingell,,UCnoP3KLT-HOvzDfC1-I-9lQ,Debbie Dingell
L000581,Lawrence,Brenda,,,,Brenda L. Lawrence,10/18/54,F,Michigan,MI,14,2614,Democrat,https://lawrence.house.gov,2463 Rayburn House Office Building; Washington DC 20515-2214,202-225-5802,,,RepLawrence,3.96E+14,,UCf0USy9GNigkB8O9sS1dodw,Brenda Lawrence
B001301,Bergman,Jack,,,,Jack Bergman,2/2/47,M,Michigan,MI,1,2601,Republican,https://bergman.house.gov,414 Cannon House Office Building; Washington DC 20515-2201,202-225-4735,,,RepJackBergman,RepJackBergman,RepJackBergman,,Jack Bergman
M001201,Mitchell,Paul,,,,Paul Mitchell,5/8/61,M,Michigan,MI,10,2610,Republican,https://mitchell.house.gov,211 Cannon House Office Building; Washington DC 20515-2210,202-225-2106,,,RepPaulMitchell,reppaulmitchell,,UCisQXodHJRZDaLtFMq_TzWg,Paul Mitchell (politician)
S001208,Slotkin,Elissa,,,,Elissa Slotkin,7/10/76,F,Michigan,MI,8,2608,Democrat,https://slotkin.house.gov,1531 Longworth House Office Building; Washington DC 20515-2208,202-225-4872,,,RepSlotkin,,,,Elissa Slotkin
L000592,Levin,Andy,,,,Andy Levin,8/1/60,M,Michigan,MI,9,2609,Democrat,https://andylevin.house.gov,228 Cannon House Office Building; Washington DC 20515-2209,202-225-4961,,,RepAndyLevin,,,,Andy Levin
S001215,Stevens,Haley,M.,,,Haley M. Stevens,6/24/83,F,Michigan,MI,11,2611,Democrat,https://stevens.house.gov,227 Cannon House Office Building; Washington DC 20515-2211,202-225-8171,,,RepHaleyStevens,,,,Haley Stevens
T000481,Tlaib,Rashida,,,,Rashida Tlaib,7/24/76,F,Michigan,MI,13,2613,Democrat,https://tlaib.house.gov,1628 Longworth House Office Building; Washington DC 20515-2213,202-225-5126,,,RepRashida,,,,Rashida Tlaib
M001143,McCollum,Betty,Louise,,,Betty McCollum,7/12/54,F,Minnesota,MN,4,2704,Democrat,https://mccollum.house.gov,2256 Rayburn House Office Building; Washington DC 20515-2304,202-225-6631,,http://mccollum.house.gov/rss.xml,BettyMcCollum04,repbettymccollum,BMcCollum04,UC3sZJSdiZo2EBHbsOlsnI7A,Betty McCollum
P000258,Peterson,Collin,Clark,,,Collin C. Peterson,6/29/44,M,Minnesota,MN,7,2707,Democrat,https://collinpeterson.house.gov,2204 Rayburn House Office Building; Washington DC 20515-2307,202-225-2165,,http://collinpeterson.house.gov/rss.xml,,,,,Collin Peterson
E000294,Emmer,Tom,,,,Tom Emmer,3/3/61,M,Minnesota,MN,6,2706,Republican,https://emmer.house.gov,315 Cannon House Office Building; Washington DC 20515-2306,202-225-2331,,,RepTomEmmer,reptomemmer,RepTomEmmer,,Tom Emmer
H001088,Hagedorn,Jim,,,,Jim Hagedorn,8/4/62,M,Minnesota,MN,1,2701,Republican,https://hagedorn.house.gov,325 Cannon House Office Building; Washington DC 20515-2301,202-225-2472,,,RepHagedorn,,,,Jim Hagedorn
C001119,Craig,Angie,,,,Angie Craig,2/14/72,F,Minnesota,MN,2,2702,Democrat,https://craig.house.gov,1523 Longworth House Office Building; Washington DC 20515-2302,202-225-2271,,,RepAngieCraig,,,,Angie Craig
P000616,Phillips,Dean,,,,Dean Phillips,1/20/69,M,Minnesota,MN,3,2703,Democrat,https://phillips.house.gov,1305 Longworth House Office Building; Washington DC 20515-2303,202-225-2871,,,RepDeanPhillips,,,,Dean Phillips
O000173,Omar,Ilhan,,,,Ilhan Omar,10/4/81,F,Minnesota,MN,5,2705,Democrat,https://omar.house.gov,1517 Longworth House Office Building; Washington DC 20515-2305,202-225-4755,,,Ilhan,,,,Ilhan Omar
S001212,Stauber,Pete,,,,Pete Stauber,5/10/66,M,Minnesota,MN,8,2708,Republican,https://stauber.house.gov,126 Cannon House Office Building; Washington DC 20515-2308,202-225-6211,,,RepPeteStauber,,,,Pete Stauber
P000601,Palazzo,Steven,M.,,,Steven M. Palazzo,2/21/70,M,Mississippi,MS,4,2804,Republican,https://palazzo.house.gov,2349 Rayburn House Office Building; Washington DC 20515-2404,202-225-5772,,http://palazzo.house.gov/rss.xml,CongPalazzo,stevenpalazzo,CongressmanPalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,Steven Palazzo
T000193,Thompson,Bennie,G.,,,Bennie G. Thompson,1/28/48,M,Mississippi,MS,2,2802,Democrat,https://benniethompson.house.gov,2466 Rayburn House Office Building; Washington DC 20515-2402,202-225-5876,,http://benniethompson.house.gov/index.php?format=feed&amp;type=rss,BennieGThompson,CongressmanBennieGThompson,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw,Bennie Thompson
K000388,Kelly,Trent,,,,Trent Kelly,3/1/66,M,Mississippi,MS,1,2801,Republican,https://trentkelly.house.gov,1005 Longworth House Office Building; Washington DC 20515-2401,202-225-4306,,,reptrentkelly,reptrentkelly,,UCtDrz-8tdg4ZgOAQHToSWaQ,Trent Kelly
G000591,Guest,Michael,,,,Michael Guest,2/4/70,M,Mississippi,MS,3,2803,Republican,https://guest.house.gov,230 Cannon House Office Building; Washington DC 20515-2403,202-225-5031,,,RepMichaelGuest,,,,Michael Guest (politician)
C001049,Clay,Wm.,Lacy,Jr.,,Wm. Lacy Clay,7/27/56,M,Missouri,MO,1,2901,Democrat,https://lacyclay.house.gov,2428 Rayburn House Office Building; Washington DC 20515-2501,202-225-2406,,,,1.09E+14,WilliamLacyClay,UCB3yVQzlxhx3brOwaWtiXoQ,Lacy Clay
C001061,Cleaver,Emanuel,,II,,Emanuel Cleaver,10/26/44,M,Missouri,MO,5,2905,Democrat,https://cleaver.house.gov,2335 Rayburn House Office Building; Washington DC 20515-2505,202-225-4535,,http://cleaver.house.gov/rss.xml,RepCleaver,emanuelcleaverii,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,Emanuel Cleaver
G000546,Graves,Sam,B.,,,Sam Graves,11/7/63,M,Missouri,MO,6,2906,Republican,https://graves.house.gov,1135 Longworth House Office Building; Washington DC 20515-2506,202-225-7041,,http://graves.house.gov/common/rss/index.cfm?rss=25,RepSamGraves,1.19E+11,,UCdg2ybvoHsSW6t7iJnKHlNg,Sam Graves
H001053,Hartzler,Vicky,,,,Vicky Hartzler,10/13/60,F,Missouri,MO,4,2904,Republican,https://hartzler.house.gov,2235 Rayburn House Office Building; Washington DC 20515-2504,202-225-2876,,http://hartzler.house.gov/rss.xml,RepHartzler,Congresswoman.Hartzler,repvickyhartzler,UCAvttUz6qBVEJiFt7p_MZxw,Vicky Hartzler
L000576,Long,Billy,,,,Billy Long,8/11/55,M,Missouri,MO,7,2907,Republican,https://long.house.gov,2454 Rayburn House Office Building; Washington DC 20515-2507,202-225-6536,,http://long.house.gov/common/rss//index.cfm?rss=49,USRepLong,Rep.Billy.Long,MOdistrict7,UCLQcbyxpHXXAsUJckscQY8g,Billy Long
L000569,Luetkemeyer,Blaine,,,,Blaine Luetkemeyer,5/7/52,M,Missouri,MO,3,2903,Republican,https://luetkemeyer.house.gov,2230 Rayburn House Office Building; Washington DC 20515-2503,202-225-2956,,http://luetkemeyer.house.gov/news/rss.aspx,RepBlaine,BlaineLuetkemeyer,BLuetkemeyer,UCifiiQclKbBBrkSbCnN6REg,Blaine Luetkemeyer
W000812,Wagner,Ann,,,,Ann Wagner,9/13/62,F,Missouri,MO,2,2902,Republican,https://wagner.house.gov,2350 Rayburn House Office Building; Washington DC 20515-2502,202-225-1621,,http://wagner.house.gov/rss.xml,RepAnnWagner,RepAnnWagner,,UCy2v2DXXvQnbRc8Zx77Dnsg,Ann Wagner
S001195,Smith,Jason,T.,,,Jason Smith,6/16/80,M,Missouri,MO,8,2908,Republican,https://jasonsmith.house.gov,2418 Rayburn House Office Building; Washington DC 20515-2508,202-225-4404,,http://jasonsmith.house.gov/rss.xml,RepJasonSmith,repjasonsmith,RepJasonSmith,UCzj9-27Lr4gcqopmZAobXXg,Jason Smith (politician)
G000584,Gianforte,Greg,,,,Greg Gianforte,4/17/61,M,Montana,MT,0,3000,Republican,https://gianforte.house.gov,1222 Longworth House Office Building; Washington DC 20515-2600,202-225-3211,,,,RepGianforte,,UCj4ocM2PHNKBbmMQF8k-wsQ,Greg Gianforte
F000449,Fortenberry,Jeff,Lane,,,Jeff Fortenberry,12/27/60,M,Nebraska,NE,1,3101,Republican,https://fortenberry.house.gov,1514 Longworth House Office Building; Washington DC 20515-2701,202-225-4806,,http://fortenberry.house.gov/index.php?format=feed&amp;type=rss,JeffFortenberry,jefffortenberry,JeffFortenberry,UCbWUvw3gQhbFyJzt1Nh6cAA,Jeff Fortenberry
S001172,Smith,Adrian,,,,Adrian Smith,12/19/70,M,Nebraska,NE,3,3103,Republican,https://adriansmith.house.gov,502 Cannon House Office Building; Washington DC 20515-2703,202-225-6435,,http://adriansmith.house.gov/rss.xml,RepAdrianSmith,,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,Adrian Smith (politician)
B001298,Bacon,Don,,,,Don Bacon,8/16/63,M,Nebraska,NE,2,3102,Republican,https://bacon.house.gov,1024 Longworth House Office Building; Washington DC 20515-2702,202-225-4155,,,repdonbacon,RepDonBacon,,UCR9abI1lZzAZ6HwQXc-dLFQ,Don Bacon (politician)
A000369,Amodei,Mark,E.,,,Mark E. Amodei,6/12/58,M,Nevada,NV,2,3202,Republican,https://amodei.house.gov,104 Cannon House Office Building; Washington DC 20515-2802,202-225-6155,,http://amodei.house.gov/common/rss//?rss=49,MarkAmodeiNV2,MarkAmodeiNV2,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw,Mark Amodei
T000468,Titus,Dina,,,,Dina Titus,5/23/50,F,Nevada,NV,1,3201,Democrat,https://titus.house.gov,2464 Rayburn House Office Building; Washington DC 20515-2801,202-225-5965,,http://titus.house.gov/rss.xml,RepDinaTitus,CongresswomanTitus,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw,Dina Titus
H001066,Horsford,Steven,A.,,,Steven Horsford,4/29/73,M,Nevada,NV,4,3204,Democrat,https://horsford.house.gov,1330 Longworth House Office Building; Washington DC 20515-2804,202-225-9894,,http://horsford.house.gov/rss.xml,RepHorsford,,,,Steven Horsford
L000590,Lee,Susie,,,,Susie Lee,11/7/66,F,Nevada,NV,3,3203,Democrat,https://susielee.house.gov,522 Cannon House Office Building; Washington DC 20515-2803,202-225-3252,,,RepSusieLee,,,,Susie Lee
K000382,Kuster,Ann,M.,,,Ann M. Kuster,9/5/56,F,New Hampshire,NH,2,3302,Democrat,https://kuster.house.gov,320 Cannon House Office Building; Washington DC 20515-2902,202-225-5206,,http://kuster.house.gov/rss.xml,RepAnnieKuster,CongresswomanAnnieKuster,RepKuster,UCYAD_Eti2b5gXSicbgPsBYA,Ann McLane Kuster
P000614,Pappas,Chris,,,,Chris Pappas,6/4/80,M,New Hampshire,NH,1,3301,Democrat,https://pappas.house.gov,323 Cannon House Office Building; Washington DC 20515-2901,202-225-5456,,,RepChrisPappas,,,,Chris Pappas (politician)
P000034,Pallone,Frank,J.,Jr.,,"Frank Pallone, Jr.",10/30/51,M,New Jersey,NJ,6,3406,Democrat,https://pallone.house.gov,2107 Rayburn House Office Building; Washington DC 20515-3006,202-225-4671,,http://pallone.house.gov/rss.xml,FrankPallone,repfrankpallone,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,Frank Pallone
P000096,Pascrell,Bill,J.,Jr.,,"Bill Pascrell, Jr.",1/25/37,M,New Jersey,NJ,9,3409,Democrat,https://pascrell.house.gov,2409 Rayburn House Office Building; Washington DC 20515-3009,202-225-5751,,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,BillPascrell,pascrell,RepPascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,Bill Pascrell
S001165,Sires,Albio,,,,Albio Sires,1/26/51,M,New Jersey,NJ,8,3408,Democrat,https://sires.house.gov,2268 Rayburn House Office Building; Washington DC 20515-3008,202-225-7919,,http://sires.house.gov/rss.xml,RepSires,81058818750,RepSiresNJ13,UCfdEcWPNGoIxpYoTANF4PBA,Albio Sires
S000522,Smith,Christopher,H.,,Chris,Christopher H. Smith,3/4/53,M,New Jersey,NJ,4,3404,Republican,https://chrissmith.house.gov,2373 Rayburn House Office Building; Washington DC 20515-3004,202-225-3765,,http://chrissmith.house.gov/news/rss.aspx,RepChrisSmith,RepChrisSmith,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,Chris Smith (New Jersey politician)
P000604,Payne,Donald,M.,Jr.,,"Donald M. Payne, Jr.",12/17/58,M,New Jersey,NJ,10,3410,Democrat,https://payne.house.gov,103 Cannon House Office Building; Washington DC 20515-3010,202-225-3436,,http://payne.house.gov/rss.xml,RepDonaldPayne,DonaldPayneJr,,UCTG_SeYsOgbngjv1Donyu0w,Donald Payne Jr.
N000188,Norcross,Donald,W.,,,Donald Norcross,12/13/58,M,New Jersey,NJ,1,3401,Democrat,https://norcross.house.gov,2437 Rayburn House Office Building; Washington DC 20515-3001,202-225-6501,,,DonaldNorcross,DonaldNorcrossNJ,,UC7kXK_PyDiOT8YrdP0jYZHw,Donald Norcross
W000822,Watson Coleman,Bonnie,,,,Bonnie Watson Coleman,2/6/45,F,New Jersey,NJ,12,3412,Democrat,https://watsoncoleman.house.gov,2442 Rayburn House Office Building; Washington DC 20515-3012,202-225-5801,,,RepBonnie,RepBonnie,,UCrxEaX0VKZKwg3930du2D5A,Bonnie Watson Coleman
G000583,Gottheimer,Josh,,,,Josh Gottheimer,3/8/75,M,New Jersey,NJ,5,3405,Democrat,https://gottheimer.house.gov,213 Cannon House Office Building; Washington DC 20515-3005,202-225-4465,,,RepJoshG,RepJoshG,,,Josh Gottheimer
V000133,Van Drew,Jefferson,,,,Jefferson Van Drew,2/23/53,M,New Jersey,NJ,2,3402,Republican,https://vandrew.house.gov,331 Cannon House Office Building; Washington DC 20515-3002,202-225-6572,,,CongressmanJVD,,,,Jeff Van Drew
K000394,Kim,Andy,,,,Andy Kim,7/12/82,M,New Jersey,NJ,3,3403,Democrat,https://kim.house.gov,1516 Longworth House Office Building; Washington DC 20515-3003,202-225-4765,,,RepAndyKimNJ,,,,Andy Kim (politician)
M001203,Malinowski,Tom,,,,Tom Malinowski,9/23/65,M,New Jersey,NJ,7,3407,Democrat,https://malinowski.house.gov,426 Cannon House Office Building; Washington DC 20515-3007,202-225-5361,,,RepMalinowski,,,,Tom Malinowski
S001207,Sherrill,Mikie,,,,Mikie Sherrill,1/19/72,F,New Jersey,NJ,11,3411,Democrat,https://sherrill.house.gov,1208 Longworth House Office Building; Washington DC 20515-3011,202-225-5034,,,RepSherrill,,,,Mikie Sherrill
L000570,Luján,Ben,Ray,,,Ben Ray Luj�n,6/7/72,M,New Mexico,NM,3,3503,Democrat,https://lujan.house.gov,2323 Rayburn House Office Building; Washington DC 20515-3103,202-225-6190,,http://lujan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,RepBenRayLujan,RepBenRayLujan,Repbenraylujan,UCcO5AmF8HuJo4d0awEbst7Q,Ben Ray Luján
H001080,Haaland,Debra,A.,,,Debra A. Haaland,12/2/60,F,New Mexico,NM,1,3501,Democrat,https://haaland.house.gov,1237 Longworth House Office Building; Washington DC 20515-3101,202-225-6316,,,RepDebHaaland,,,,Deb Haaland
T000484,Torres Small,Xochitl,,,,Xochitl Torres Small,11/15/84,F,New Mexico,NM,2,3502,Democrat,https://torressmall.house.gov,430 Cannon House Office Building; Washington DC 20515-3102,202-225-2365,,,RepTorresSmall,,,,Xochitl Torres Small
C001067,Clarke,Yvette,D.,,,Yvette D. Clarke,11/21/64,F,New York,NY,9,3609,Democrat,https://clarke.house.gov,2058 Rayburn House Office Building; Washington DC 20515-3209,202-225-6231,,http://clarke.house.gov/news/rss.aspx,RepYvetteClarke,repyvettedclarke,repyvetteclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,Yvette Clarke
E000179,Engel,Eliot,L.,,,Eliot L. Engel,2/18/47,M,New York,NY,16,3616,Democrat,https://engel.house.gov,2426 Rayburn House Office Building; Washington DC 20515-3216,202-225-2464,,,RepEliotEngel,RepEliotLEngel,engel2161,UCZ-ctBF-a6CYPJWDoBV_JyA,Eliot Engel
H001038,Higgins,Brian,M.,,,Brian Higgins,10/6/59,M,New York,NY,26,3626,Democrat,https://higgins.house.gov,2459 Rayburn House Office Building; Washington DC 20515-3226,202-225-3306,,http://higgins.house.gov/rss.xml,RepBrianHiggins,RepBrianHiggins,CongressmanHiggins,UCSGbv85HaaYYOrPGePtxwag,Brian Higgins
K000210,King,Peter,T.,,Pete,Peter T. King,4/5/44,M,New York,NY,2,3602,Republican,https://peteking.house.gov,302 Cannon House Office Building; Washington DC 20515-3202,202-225-7896,,http://peteking.house.gov/rss.xml,RepPeteKing,,RepPeterKing,UCbyQC19DsAq01oDBfZn_diw,Peter T. King
L000480,Lowey,Nita,M.,,,Nita M. Lowey,7/5/37,F,New York,NY,17,3617,Democrat,https://lowey.house.gov,2365 Rayburn House Office Building; Washington DC 20515-3217,202-225-6506,,http://www.house.gov/common/rss/?rss=18,NitaLowey,RepLowey,nitalowey,UCkmeBYqhbomcWNNWzQCqcbg,Nita Lowey
M000087,Maloney,Carolyn,B.,,,Carolyn B. Maloney,2/19/46,F,New York,NY,12,3612,Democrat,https://maloney.house.gov,2308 Rayburn House Office Building; Washington DC 20515-3212,202-225-7944,,http://maloney.house.gov/rss.xml,RepMaloney,RepCarolynMaloney,carolynbmaloney,,Carolyn Maloney
M001137,Meeks,Gregory,W.,,,Gregory W. Meeks,9/25/53,M,New York,NY,5,3605,Democrat,https://meeks.house.gov,2310 Rayburn House Office Building; Washington DC 20515-3205,202-225-3461,,http://meeks.house.gov/rss.xml,RepGregoryMeeks,gregorymeeksny05,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,Gregory Meeks
N000002,Nadler,Jerrold,L.,,,Jerrold Nadler,6/13/47,M,New York,NY,10,3610,Democrat,https://nadler.house.gov,2132 Rayburn House Office Building; Washington DC 20515-3210,202-225-5635,,http://nadler.house.gov/rss.xml,RepJerryNadler,CongressmanNadler,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,Jerrold Nadler
R000585,Reed,Tom,W.,II,,Tom Reed,11/18/71,M,New York,NY,23,3623,Republican,https://reed.house.gov,2263 Rayburn House Office Building; Washington DC 20515-3223,202-225-3161,,http://reed.house.gov/rss.xml,RepTomReed,RepTomReed,CongressmanTomReed,UC-HFEKIHC7ydVUkxkZOLqTg,Tom Reed (politician)
S000248,Serrano,José,E.,,,José E. Serrano,10/24/43,M,New York,NY,15,3615,Democrat,https://serrano.house.gov,2354 Rayburn House Office Building; Washington DC 20515-3215,202-225-4361,,http://serrano.house.gov/rss.xml,RepJoseSerrano,RepJoseSerrano,,,José E. Serrano
